CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"4530275",8843,925,669,21,1,4
"4530280",8844,949,1843,41,6,15
"4530281",8845,874,1686,24,2,9
"4530282",8846,662,1028,33,5,4
"4530290",8847,2051,1766,48,5,24
"4530291",8848,480,361,11,1,6
"4530292",8849,1309,1344,37,7,13
"4530293",8850,1586,1565,35,6,9
"4530294",8851,901,944,17,5,3
"4530300",8852,1205,332,22,3,6
"4530301",8853,1307,535,39,3,7
"4530302",8854,2091,729,60,9,17
"4530303",8855,256,100,10,0,2
"4530304",8856,2614,592,63,13,15
"4530305",8857,1320,313,29,3,9
"4530306",8858,2844,430,39,10,16
"4530307",8859,2524,433,52,9,8
"4530310",8860,1844,328,27,10,7
"4530311",8861,2092,394,29,9,9
"4530312",8862,1587,265,29,14,13
"4530313",8863,1596,293,20,4,5
"4530314",8864,1603,265,27,11,8
"4530315",8865,1625,287,26,11,10
"4530320",8866,1994,1113,44,7,14
"4530321",8867,1015,589,27,1,9
"4530322",8868,1743,936,49,3,5
"4530323",8869,1333,838,35,7,14
"4530324",8870,1456,909,28,2,9
"4530325",8871,514,265,8,4,5
"4530326",8872,1520,1136,39,8,12
"4530327",8873,1445,822,25,4,10
"4530330",8874,2513,663,59,16,16
"4530331",8875,1220,285,25,9,4
"4530332",8876,1536,377,32,7,7
"4530333",8877,1433,419,34,7,4
"4530334",8878,1781,690,36,11,8
"4530335",8879,1888,937,38,9,9
"4530336",8880,1574,711,32,11,8
"4530337",8881,2334,1066,55,11,9
"4530340",8882,2071,797,44,5,11
"4530341",8883,1577,470,34,3,5
"4530342",8884,2067,614,45,9,10
"4530343a",8885,1452,675,33,2,9
"4530343b",8886,27,13,1,0,0
"4530344",8887,1734,713,34,3,15
"4530345",8888,1818,643,41,12,11
"4530346",8889,2223,1001,52,10,14
"4530347",8890,1815,803,47,8,12
"4530348a",8891,1489,702,32,6,9
"4530348b",8892,214,112,7,0,0
"4530349",8893,1922,992,48,10,12
"4530350",8894,2351,785,55,17,12
"4530351",8895,1727,1383,41,6,11
"4530352",8896,1392,882,28,6,12
"4530353",8897,1441,1160,34,5,10
"4530354",8898,2086,1038,62,4,14
"4530355",8899,545,268,16,2,4
"4530356",8900,1458,586,33,3,5
"4530357",8901,1880,752,44,6,9
"4530358",8902,2014,779,44,6,14
"4530360",8903,1621,1055,35,8,6
"4530361",8904,680,486,18,3,3
"4530362",8905,1152,1230,38,3,8
"4530363",8906,1220,1298,42,4,14
"4530364",8907,867,1327,20,3,3
"4530365",8908,663,1091,22,5,7
"4530366",8909,1072,1784,31,6,7
"4530367",8910,766,1273,27,5,7
"4530370",8911,1566,1481,35,6,8
"4530371",8912,991,938,24,5,6
"4530372a",8913,222,219,5,2,2
"4530372b",8914,22,23,1,0,0
"4530373",8915,803,1000,17,3,3
"4530374",8916,937,1206,28,7,9
"4530375",8917,1342,1802,30,8,9
"4530376",8918,1158,1774,28,4,8
"4530380",8919,2389,1054,59,6,16
"4530381a",8920,1365,640,50,11,8
"4530381b",8921,0,0,0,0,0
"4530381c",8922,60,26,2,0,0
"4530381d",8923,30,13,1,0,0
"4530382",8924,1986,696,45,8,11
"4530383",8925,2093,841,35,7,9
"4530384",8926,2234,1017,58,12,10
"4530385a",8927,1697,976,48,4,14
"4530385b",8928,20,9,0,0,0
"4530386a",8929,1191,555,26,2,7
"4530386b",8930,0,0,0,0,0
"4530386c",8931,16,8,0,0,0
"4530387",8932,1233,628,32,2,7
"4530390",8933,1773,1527,56,6,11
"4530391",8934,1194,1042,35,2,7
"4530392",8935,760,923,23,4,0
"4530393",8936,1415,1476,33,5,9
"4530394",8937,1197,1254,30,4,10
"4530395",8938,795,1179,39,4,0
"4530396",8939,677,1129,30,5,2
"4530400",8940,1043,421,35,2,9
"4530401",8941,2341,284,38,8,9
"4530402",8942,2234,232,29,6,9
"4530403",8943,1822,211,33,4,6
"4530404",8944,168,19,0,1,0
"4530405",8945,2168,238,27,17,11
"4530410",8946,1745,226,41,6,6
"4530411",8947,1971,357,37,4,4
"4530412",8948,1469,248,20,7,11
"4530413",8949,1630,217,19,3,8
"4530414",8950,3030,528,60,13,12
"4530415",8951,1738,237,35,7,4
"4530416",8952,1891,289,36,8,8
"4530417",8953,993,150,11,5,2
"4530418",8954,1961,300,25,10,7
"4530420",8955,2836,403,48,17,12
"4530421",8956,1624,262,33,8,10
"4530422",8957,2029,326,43,11,13
"4530423",8958,1375,221,22,6,8
"4530424",8959,1764,307,29,12,9
"4530425",8960,1931,356,40,12,8
"4530426",8961,1138,139,19,10,3
"4530427",8962,1748,229,34,16,7
"4530430",8963,1430,393,19,11,7
"4530431",8964,1819,374,30,9,2
"4530432",8965,739,105,14,3,2
"4530433",8966,433,114,7,5,2
"4530434",8967,1280,243,23,9,6
"4530435",8968,1135,216,23,8,7
"4530436",8969,1471,341,22,6,2
"4530437",8970,2620,505,48,17,7
"4530438",8971,1315,248,21,8,7
"4530439",8972,1371,254,24,10,11
"4530445",8973,1570,456,36,7,3
"4530446",8974,2061,536,38,11,2
"4530447",8975,732,219,11,6,2
"4530448",8976,1697,342,22,10,4
"4530449",8977,2135,632,56,8,4
"4530450",8978,2686,661,60,13,9
"4530451",8979,1014,270,21,4,3
"4530452",8980,1620,509,32,7,7
"4530453",8981,1403,418,28,8,8
"4530454",8982,1530,478,38,7,8
"4530455",8983,968,306,23,4,4
"4530456",8984,1432,427,30,6,5
"4530460",8985,979,189,13,7,3
"4530461",8986,1361,294,21,14,5
"4530462",8987,2089,406,32,11,8
"4530463",8988,732,169,13,7,4
"4530464",8989,1518,358,23,9,4
"4530465",8990,1397,287,22,9,5
"4530466",8991,1548,292,25,8,6
"4530467",8992,1462,332,29,11,7
"4530470",8993,1442,379,37,6,5
"4530471",8994,2129,544,58,6,8
"4530472",8995,1669,984,46,11,7
"4530473",8996,1142,291,32,4,4
"4530474",8997,535,204,7,4,3
"4530475",8998,432,272,12,4,3
"4530480",8999,528,91,9,3,2
"4530481",9000,1404,586,16,9,4
"4530482",9001,986,241,15,7,3
"4530483",9002,1747,593,38,10,5
"4530490",9003,1172,904,41,7,3
"4530491a",9004,2232,507,45,12,11
"4530491b",9005,0,0,0,0,0
"4550001",9006,67,314,1,0,0
"4550002",9007,84,459,2,1,0
"4550003",9008,54,261,2,0,0
"4550004",9009,42,200,1,0,0
"4550005",9010,44,170,0,0,0
"4550006",9011,26,135,0,0,0
"4550007",9012,22,162,1,0,0
"4550008",9013,40,218,1,0,0
"4550009",9014,68,336,1,1,0
"4550010",9015,37,179,0,0,0
"4550011",9016,219,960,9,6,0
"4550012",9017,17,66,0,0,0
"4550014",9018,79,338,1,1,0
"4550015",9019,13,76,0,0,0
"4550016",9020,79,313,1,0,0
"4550017",9021,170,350,1,0,0
"4550018",9022,40,49,0,0,0
"4550019",9023,178,743,4,1,0
"4550020",9024,5,43,0,0,0
"4550021",9025,39,207,0,1,0
"4570001",9026,41,283,1,1,0
"4570002",9027,249,544,7,0,0
"4570003",9028,217,765,3,1,1
"4570004",9029,97,865,4,1,1
"4570005",9030,54,94,1,0,0
"4570006",9031,48,287,1,1,0
"4570007",9032,38,432,2,0,0
"4570008",9033,20,139,2,0,0
"4570009",9034,23,298,1,0,0
"4570010",9035,114,872,6,2,2
"4570011",9036,3,78,0,0,1
"4570013",9037,63,399,1,1,0
"4570014",9038,93,1040,7,2,2
"4570015",9039,62,660,3,0,3
"4570016",9040,49,410,5,2,2
"4570017",9041,113,347,1,0,1
"4570018",9042,119,681,7,0,0
"4590001",9043,219,1314,19,1,0
"4590002",9044,115,1532,12,3,0
"4590003",9045,120,895,6,1,0
"4590004",9046,138,717,11,2,0
"4590005",9047,69,280,3,1,1
"4590006",9048,166,941,6,1,0
"4590007",9049,301,1595,19,2,0
"4590008",9050,104,500,4,0,0
"4590009",9051,222,1112,20,3,0
"4590010",9052,180,1575,18,4,0
"4590011",9053,97,390,8,0,0
"4590012",9054,62,509,2,0,0
"4590013",9055,109,384,7,0,0
"4590014",9056,95,430,3,1,0
"4590015a",9057,130,1416,14,0,1
"4590015b",9058,0,0,0,0,0
"4590016",9059,243,809,7,2,0
"4590017",9060,369,1038,17,1,1
"4590018",9061,128,272,3,0,2
"4590020",9062,10,100,0,0,0
"4610001",9063,33,296,3,1,0
"4610002",9064,12,136,0,1,0
"4610003",9065,49,221,3,2,0
"4610004",9066,54,317,5,0,0
"4610005",9067,4,60,0,0,0
"4610006",9068,17,140,2,3,0
"4630001",9069,283,391,6,2,0
"4630002",9070,282,559,6,2,0
"4630003",9071,42,488,3,1,0
"4630004",9072,58,340,0,1,0
"4630005",9073,324,826,8,3,0
"4630006",9074,37,177,3,0,0
"4630007",9075,88,371,0,0,1
"4630008",9076,523,494,10,4,0
"4630009",9077,499,250,5,5,0
"4630010",9078,332,229,2,1,0
"4630011",9079,77,270,2,1,0
"4630012",9080,639,982,11,1,0
"4630013",9081,867,721,10,7,1
"4630014",9082,22,76,0,1,0
"4650010",9083,727,706,14,7,0
"4650011",9084,548,357,8,4,0
"4650012a",9085,32,33,1,1,0
"4650012b",9086,71,58,3,1,0
"4650012c",9087,2,1,0,0,0
"4650012d",9088,0,0,0,0,0
"4650013",9089,337,554,45,2,0
"4650020",9090,16,112,0,0,0
"4650021",9091,433,353,7,0,0
"4650022",9092,583,546,13,7,0
"4650023",9093,56,160,2,1,0
"4650024",9094,326,389,6,3,0
"4650030",9095,604,851,20,2,0
"4650031",9096,903,1464,21,5,0
"4650032",9097,34,156,0,0,0
"4650033",9098,261,783,10,4,0
"4650040",9099,1386,1138,13,9,0
"4650041",9100,445,560,6,1,0
"4650042",9101,3,19,0,0,0
"4650043",9102,3,44,1,0,0
"467001a",9103,204,1312,8,2,0
"467001b",9104,282,1805,15,1,0
"467001c",9105,95,959,5,2,0
"467001d",9106,111,863,4,1,0
"467001e",9107,121,479,3,2,0
"467002a",9108,312,2200,13,3,0
"467002b",9109,115,1057,11,2,0
"467002c",9110,183,1566,14,1,0
"467002d",9111,147,1015,9,4,0
"467003a",9112,76,535,2,1,0
"467003b",9113,268,891,9,0,0
"467003c",9114,414,1795,22,4,0
"467003d",9115,210,1830,13,3,0
"467004a",9116,131,922,11,3,0
"467004b",9117,158,1155,9,1,0
"467004c",9118,161,1057,14,0,0
"467004d",9119,414,2040,12,1,0
"467004e",9120,114,789,1,2,0
"4690001",9121,156,107,9,0,2
"4690002",9122,231,326,5,5,0
"4690003",9123,292,463,9,2,1
"4690004",9124,365,293,9,2,0
"4690005",9125,641,599,21,7,0
"4690006",9126,84,52,3,2,0
"4690007",9127,676,561,19,9,3
"4690008",9128,638,735,24,6,3
"4690009",9129,165,231,7,1,0
"4690010",9130,270,503,4,1,2
"4690011",9131,61,247,0,1,0
"4690012",9132,156,234,2,4,0
"4690013",9133,323,381,3,0,0
"4690014",9134,210,655,12,3,0
"4690015",9135,17,79,0,0,1
"4690016",9136,53,244,3,0,0
"4690017",9137,89,137,5,1,0
"4690018",9138,497,2138,25,7,3
"4690019",9139,652,1033,14,5,3
"4690020",9140,172,799,7,1,1
"4690021",9141,681,2142,26,9,4
"4690022",9142,134,1097,7,3,1
"4690023",9143,187,970,12,2,2
"4690024",9144,155,955,3,2,1
"4690025",9145,785,1602,27,4,3
"4690026",9146,121,418,6,2,0
"4690027",9147,98,1197,7,1,2
"4690028",9148,35,307,1,1,0
"4690029",9149,473,1358,9,4,2
"4690030",9150,108,211,2,1,0
"4690031",9151,278,426,5,4,1
"4690032",9152,354,290,12,6,2
"4690033",9153,756,2333,35,6,8
"4690034",9154,338,173,3,1,0
"4690035",9155,129,62,3,0,1
"4710101",9156,255,145,7,0,1
"4710102",9157,1274,1451,55,11,8
"4710103",9158,311,895,18,3,5
"4710104",9159,268,1207,16,3,2
"4710201a",9160,735,709,28,7,4
"4710201b",9161,5,11,0,0,0
"4710203",9162,399,1130,14,7,5
"4710204a",9163,138,302,5,2,1
"4710204b",9164,162,360,2,1,0
"4710205",9165,633,1770,35,2,11
"4710206",9166,189,225,4,0,0
"4710301",9167,979,579,17,8,3
"4710302",9168,150,388,4,0,1
"4710303",9169,117,361,1,0,0
"4710304",9170,573,2134,21,3,1
"4710401",9171,922,661,38,7,4
"4710403a",9172,244,716,5,5,1
"4710403b",9173,0,2,0,0,0
"4710404",9174,513,2280,17,4,2
"4710405",9175,17,49,0,0,0
"4730101",9176,429,893,8,5,0
"4730102",9177,941,1054,15,3,0
"4730103",9178,63,154,2,1,0
"4730104",9179,172,314,0,2,0
"4730105",9180,107,498,4,0,0
"4730106",9181,340,607,13,7,0
"4730207",9182,355,2232,27,3,0
"4730208",9183,340,716,10,9,0
"4730209",9184,357,1723,17,5,0
"4730210",9185,61,294,3,3,0
"4730311",9186,1602,41,4,6,0
"4730312",9187,696,204,10,10,0
"4730313",9188,248,974,11,7,0
"4730314",9189,237,466,12,2,0
"4730315",9190,66,113,4,2,0
"4730416",9191,64,186,2,1,0
"4730417",9192,0,0,0,0,0
"4730418",9193,552,1534,23,4,0
"4730419",9194,892,622,13,9,0
"4730420",9195,642,1608,23,3,0
"4750002",9196,216,1065,11,3,1
"475001e",9197,215,440,4,1,2
"475001w",9198,63,59,2,0,1
"475003n",9199,100,764,7,1,1
"475003s",9200,27,203,1,0,0
"475004e",9201,113,504,2,1,0
"475004m",9202,18,142,2,0,0
"475004w",9203,12,64,0,0,0
"4770101",9204,320,598,9,1,0
"4770104",9205,802,446,6,0,7
"4770109",9206,154,661,8,0,3
"4770115",9207,163,536,5,1,1
"4770117",9208,36,11,0,0,0
"4770121",9209,26,38,3,0,0
"4770202",9210,35,65,1,0,0
"4770203",9211,300,1116,17,1,2
"4770205",9212,494,1401,25,5,3
"4770208",9213,147,995,10,2,4
"4770307",9214,328,834,11,0,2
"4770311",9215,170,747,24,1,0
"4770312",9216,150,803,5,0,0
"4770320",9217,205,1306,12,0,3
"4770406",9218,345,861,12,3,0
"4770410",9219,158,791,5,3,1
"4770413",9220,178,1165,14,1,2
"4770418",9221,140,301,6,0,3
"4770419",9222,110,284,5,2,0
"4790123",9223,308,129,1,2,1
"4790124",9224,635,273,10,2,1
"4790125",9225,328,141,3,2,1
"4790128",9226,444,223,5,4,1
"4790129",9227,744,423,5,3,6
"4790130",9228,841,463,3,3,1
"4790132",9229,991,548,12,5,1
"4790133",9230,773,425,12,6,2
"4790134",9231,548,312,7,6,0
"4790135",9232,332,178,8,3,1
"4790136",9233,98,131,0,1,0
"4790154",9234,388,234,5,5,4
"4790164",9235,335,153,7,0,1
"4790169",9236,531,305,8,10,2
"4790176a",9237,260,167,1,3,0
"4790176b",9238,7,4,0,0,0
"4790177",9239,466,254,8,3,1
"4790218",9240,715,346,11,6,1
"4790219",9241,541,291,3,3,1
"4790220",9242,418,189,6,0,1
"4790221",9243,420,216,1,0,1
"4790226",9244,392,202,5,1,0
"4790227",9245,241,148,1,2,0
"4790231",9246,643,405,6,3,1
"4790237",9247,168,216,1,1,1
"4790238",9248,68,38,0,1,0
"4790239",9249,664,432,7,1,1
"4790250a",9250,707,460,7,7,0
"4790250b",9251,0,0,0,0,0
"4790250c",9252,19,11,0,0,0
"4790251",9253,188,68,1,1,1
"4790252",9254,747,442,9,5,2
"4790255",9255,813,583,9,4,4
"4790266",9256,490,235,5,1,0
"4790267",9257,635,350,5,6,2
"4790268",9258,87,78,1,2,1
"4790272",9259,672,447,8,3,4
"4790273",9260,625,396,10,6,3
"4790274",9261,600,389,4,4,2
"4790275a",9262,258,157,3,2,1
"4790275b",9263,13,7,0,0,0
"4790278",9264,12,25,0,0,0
"4790308",9265,305,229,6,2,1
"4790309",9266,1185,554,13,8,3
"4790310",9267,174,73,2,0,0
"4790311",9268,570,279,2,4,1
"4790312",9269,370,181,2,4,0
"4790340",9270,787,740,7,3,2
"4790341",9271,535,473,6,4,0
"4790342",9272,818,553,10,4,4
"4790343",9273,1019,635,7,1,4
"4790344",9274,1340,1056,18,3,2
"4790345",9275,920,598,4,2,1
"4790349",9276,953,977,8,2,2
"4790356",9277,1603,1324,16,6,5
"4790359",9278,1508,996,13,5,5
"4790361",9279,503,295,5,5,2
"4790363",9280,307,146,2,2,2
"4790370",9281,604,396,5,2,3
"4790371",9282,867,689,9,2,1
"4790401",9283,446,239,5,6,3
"4790402",9284,527,217,11,4,2
"4790403",9285,386,190,5,1,1
"4790404",9286,561,236,1,1,1
"4790405",9287,558,284,6,4,1
"4790406",9288,283,134,3,1,1
"4790407",9289,159,91,3,1,0
"4790413",9290,620,302,6,5,0
"4790414",9291,307,131,3,2,0
"4790415",9292,480,229,4,1,1
"4790416",9293,312,123,5,3,1
"4790417",9294,180,97,3,0,1
"4790422",9295,192,116,1,0,0
"4790446",9296,1236,681,10,5,2
"4790447",9297,963,858,20,7,6
"4790448",9298,111,97,2,0,0
"4790453",9299,163,69,0,1,0
"4790457",9300,20,28,1,0,0
"4790458",9301,1250,824,16,10,1
"4790460",9302,166,98,5,2,0
"4790462",9303,133,60,1,1,0
"4790465",9304,256,112,2,2,0
"4810101",9305,141,221,1,0,0
"4810102",9306,663,1679,21,3,3
"4810103",9307,453,1293,7,3,1
"4810201",9308,258,1778,6,0,1
"4810202",9309,361,189,3,2,0
"4810203",9310,1085,966,15,10,4
"4810301",9311,246,1495,10,3,2
"4810302",9312,312,1016,16,2,0
"4810303",9313,159,1350,10,5,0
"4810401",9314,603,902,7,6,3
"4810402",9315,270,799,7,1,1
"4810403",9316,143,238,2,1,0
"4830101",9317,20,636,2,0,0
"4830201",9318,44,434,2,0,0
"4830301",9319,46,499,2,3,0
"4830401",9320,58,590,1,0,0
"4850101",9321,38,179,1,4,0
"4850102",9322,225,524,16,1,0
"4850103",9323,962,2547,50,13,0
"4850104",9324,701,1581,38,7,3
"4850105",9325,82,594,9,3,0
"4850106",9326,9,30,0,0,0
"4850107",9327,630,1914,30,2,1
"4850108",9328,921,2254,41,10,0
"4850109",9329,183,183,3,0,0
"4850201",9330,668,977,41,6,0
"4850202",9331,608,1058,25,4,0
"4850203",9332,430,584,25,1,0
"4850204",9333,68,439,7,1,0
"4850205",9334,513,2182,42,6,0
"4850206",9335,391,1679,24,4,0
"4850207",9336,2,21,0,0,0
"4850208",9337,72,177,1,0,0
"4850209",9338,11,16,0,0,0
"4850210",9339,92,147,4,3,0
"4850211",9340,17,3,0,0,0
"4850301",9341,159,305,8,0,0
"4850302",9342,623,983,28,5,0
"4850303",9343,589,377,13,2,0
"4850304",9344,160,262,10,2,0
"4850305",9345,203,61,4,3,0
"4850306",9346,31,101,0,0,0
"4850307",9347,177,139,5,5,0
"4850308",9348,315,2460,26,3,0
"4850309",9349,140,1063,10,1,0
"4850310",9350,570,274,14,2,0
"4850401",9351,449,1139,32,4,3
"4850402",9352,132,367,9,0,0
"4850403",9353,639,1468,28,7,0
"4850404",9354,519,1517,34,4,2
"4850405",9355,853,1306,42,15,0
"4850406",9356,638,1609,34,3,0
"4850407",9357,59,458,1,1,0
"4850408",9358,98,450,5,1,0
"4850409",9359,80,434,6,2,0
"4850410",9360,104,207,9,0,1
"4870001a",9361,272,1047,11,1,0
"4870001b",9362,14,65,0,0,0
"4870019",9363,315,690,4,6,0
"4870020",9364,149,537,4,3,0
"4870021",9365,206,1185,14,1,0
"4890001",9366,113,71,1,1,0
"4890002",9367,32,19,1,0,0
"4890003",9368,269,233,2,0,0
"4890004",9369,492,325,2,3,0
"4890005",9370,245,153,4,0,0
"4890006",9371,121,123,0,0,0
"4890007",9372,70,47,2,0,0
"4890008",9373,73,54,0,1,0
"4890009",9374,272,193,3,1,0
"4890010",9375,43,182,0,1,0
"4890011",9376,13,13,0,0,0
"4890012",9377,26,20,0,0,0
"489001a",9378,327,238,2,3,0
"489002a",9379,449,280,2,2,0
"489007a",9380,264,199,4,1,0
"489008a",9381,146,125,1,1,0
"489011a",9382,153,166,1,0,0
"4910116a",9383,595,443,24,3,4
"4910116b",9384,0,0,0,0,0
"4910117",9385,2499,1021,63,18,15
"4910118",9386,1503,840,36,6,14
"4910119",9387,1497,1223,55,11,10
"4910122",9388,214,153,6,1,3
"4910123",9389,1600,955,63,9,6
"4910135",9390,1381,712,48,8,10
"4910136",9391,101,48,2,0,0
"4910138",9392,756,615,27,4,7
"4910139",9393,1514,961,61,11,2
"4910143",9394,230,117,7,1,0
"4910144",9395,314,224,12,2,2
"4910145",9396,1126,763,51,8,6
"4910146",9397,2288,922,55,9,14
"4910147",9398,2628,1079,79,15,19
"4910149",9399,1166,736,40,8,3
"4910150",9400,1754,971,51,18,9
"4910151",9401,2453,978,77,12,14
"4910155",9402,1642,838,35,7,6
"4910162",9403,2158,872,60,8,10
"4910163",9404,1423,725,30,6,6
"4910164",9405,206,107,7,2,2
"4910166",9406,893,648,22,4,5
"4910173",9407,1110,830,44,2,7
"4910174",9408,1261,516,31,6,6
"4910175",9409,1369,671,38,11,12
"4910180",9410,1904,1083,54,11,10
"4910181",9411,856,496,25,5,5
"4910182",9412,409,412,9,3,2
"4910184",9413,608,464,18,2,7
"4910186",9414,1448,746,27,5,12
"4910189",9415,1693,934,29,3,9
"4910191",9416,361,257,15,2,2
"4910192",9417,266,189,9,2,2
"4910198",9418,41,25,1,0,0
"4910201",9419,1444,1113,46,8,13
"4910202",9420,248,252,13,0,1
"4910203",9421,53,41,1,0,0
"4910204",9422,1480,1125,49,8,14
"4910205",9423,97,61,2,0,0
"4910206",9424,434,1145,31,6,3
"4910207",9425,570,1715,28,4,5
"4910208",9426,349,930,19,3,2
"4910209",9427,644,1943,40,5,3
"4910210",9428,695,1022,36,6,8
"4910216",9429,557,443,26,5,3
"4910229",9430,93,97,3,0,0
"4910230",9431,1667,1540,68,10,11
"4910231",9432,695,709,22,6,8
"4910244",9433,886,1583,38,2,5
"4910245",9434,831,1604,33,1,8
"4910251",9435,21,57,2,0,0
"4910252",9436,1275,1495,40,6,13
"4910253",9437,1561,1951,65,7,10
"4910254",9438,1442,1353,59,7,10
"4910255",9439,863,1197,52,5,10
"4910256",9440,516,646,22,3,4
"4910257",9441,1559,1566,71,5,15
"4910258",9442,51,73,2,0,0
"4910259",9443,544,621,21,4,5
"4910261",9444,1100,1109,35,7,4
"4910262",9445,719,853,31,7,6
"4910263",9446,1184,1207,35,8,5
"4910264",9447,1000,1207,40,10,10
"4910266",9448,1306,939,36,8,8
"4910267",9449,711,985,37,4,5
"4910276",9450,701,631,23,4,6
"4910277",9451,1737,1474,63,8,16
"4910278",9452,1895,1463,66,15,13
"4910279",9453,53,48,0,0,0
"4910283",9454,1493,1194,51,10,9
"4910284",9455,1618,1424,64,12,10
"4910287",9456,948,886,41,10,10
"4910301",9457,2227,1456,52,7,11
"4910302",9458,278,282,9,0,1
"4910303",9459,1223,732,24,7,6
"4910305",9460,271,631,13,2,2
"4910306",9461,1071,2497,48,4,4
"4910307",9462,208,340,4,1,1
"4910308",9463,222,449,12,2,2
"4910309",9464,735,1840,40,5,15
"4910310",9465,312,1003,23,5,1
"4910311",9466,32,66,1,0,0
"4910312",9467,256,473,8,1,4
"4910314",9468,1480,1437,56,5,6
"4910317",9469,452,326,14,1,5
"4910318",9470,160,146,6,1,2
"4910319",9471,75,66,3,0,0
"4910320",9472,552,492,25,3,3
"4910321",9473,11,10,0,0,0
"4910322",9474,655,480,24,1,11
"4910323",9475,36,33,2,0,0
"4910331",9476,397,429,16,3,3
"4910332",9477,980,1137,25,3,7
"4910333",9478,242,231,7,1,1
"4910338",9479,1016,822,34,2,7
"4910340",9480,941,692,30,1,5
"4910341",9481,806,1177,39,8,5
"4910342",9482,598,531,27,6,4
"4910343",9483,1269,1509,47,11,9
"4910344",9484,560,994,24,3,4
"4910345",9485,319,464,13,1,3
"4910346",9486,457,803,20,2,4
"4910360",9487,2103,1386,69,15,15
"4910367",9488,43,36,2,0,0
"4910368",9489,1329,1197,42,7,3
"4910369",9490,1139,1154,54,7,8
"4910370",9491,822,975,41,7,5
"4910371",9492,846,1397,34,7,5
"4910372",9493,1702,1533,63,8,9
"4910379",9494,877,1781,41,5,5
"4910380",9495,27,25,2,0,0
"4910381",9496,1053,1790,12,3,4
"4910390a",9497,1256,1121,53,5,11
"4910390b",9498,0,0,0,0,0
"4910391",9499,461,823,17,1,1
"4910392",9500,950,1690,45,4,2
"4910393",9501,987,1763,13,4,2
"4910394",9502,1071,1773,12,2,6
"4910395",9503,68,167,5,0,1
"4910396",9504,650,1173,7,2,5
"4910397",9505,676,1212,8,1,5
"4910398",9506,1639,1038,50,4,19
"4910399",9507,412,252,10,1,2
"4910401",9508,1773,1483,77,15,11
"4910402",9509,1747,1481,77,15,9
"4910403",9510,657,545,27,5,2
"4910409",9511,73,143,4,0,0
"4910410",9512,918,1734,55,5,10
"4910411",9513,586,1341,28,6,3
"4910412",9514,273,554,10,2,3
"4910413",9515,536,1620,32,1,3
"4910415",9516,362,921,10,5,1
"4910418",9517,4,5,0,0,0
"4910419",9518,291,235,12,1,1
"4910420",9519,1296,1055,51,5,2
"4910421",9520,390,448,19,3,2
"4910422",9521,1726,1420,79,12,8
"4910424",9522,1440,1663,35,4,12
"4910425",9523,147,272,7,1,0
"4910426",9524,355,426,13,2,2
"4910427",9525,810,1077,31,8,5
"4910428",9526,780,1196,30,6,2
"4910429",9527,814,694,23,5,3
"4910432",9528,144,128,5,1,2
"4910433",9529,1715,1717,57,8,17
"4910434",9530,186,670,16,0,0
"4910436",9531,371,534,10,1,0
"4910437",9532,2175,1883,73,9,8
"4910456",9533,598,508,22,4,2
"4910468",9534,423,371,18,4,3
"4910470",9535,704,967,31,7,2
"4910471",9536,76,109,3,0,0
"4910472",9537,178,239,9,2,1
"4910473",9538,360,503,19,6,3
"4910482",9539,1306,1309,31,7,5
"4910484",9540,1424,1085,46,6,8
"4910485",9541,883,658,23,3,3
"4910486",9542,463,479,22,3,3
"4910487",9543,52,44,2,0,0
"4910488",9544,1242,1105,49,2,15
"4910489",9545,1364,1077,33,4,3
"4910490",9546,1774,1602,60,7,1
"4910491",9547,1634,1156,59,10,10
"4930101",9548,951,1836,12,4,1
"4930102",9549,710,669,8,0,4
"4930103",9550,478,862,10,7,0
"4930104",9551,210,570,4,0,1
"4930205",9552,420,1785,12,1,2
"4930206",9553,662,1028,10,3,1
"4930207",9554,658,1602,15,7,2
"4930311",9555,269,1612,13,1,2
"4930312",9556,337,1724,15,4,3
"4930313",9557,488,1942,16,4,3
"4930414",9558,335,1633,14,2,2
"4930415",9559,520,1950,12,4,5
"4930416",9560,312,1250,10,2,3
"4950101",9561,100,481,5,1,0
"4950201",9562,39,184,4,0,0
"4950202",9563,37,424,2,0,0
"4950301",9564,73,480,2,0,0
"4950401",9565,109,184,1,0,0
"4970001",9566,122,700,7,2,0
"4970002",9567,391,1561,21,4,2
"4970003",9568,133,834,9,0,1
"4970004",9569,124,656,4,0,0
"4970005",9570,209,1167,20,3,0
"4970006",9571,309,1181,34,6,0
"4970007",9572,393,1656,19,2,0
"4970008",9573,210,1115,7,1,0
"4970009",9574,190,1565,14,2,0
"4970010",9575,50,400,3,0,0
"4970011",9576,53,439,3,1,0
"4970012",9577,139,1046,14,1,0
"4970013",9578,76,402,4,0,0
"4970014",9579,95,436,5,1,0
"4970015",9580,141,998,8,1,0
"4970016",9581,226,1531,14,2,0
"4970017",9582,249,1851,20,1,0
"4970018",9583,100,537,6,0,0
"4970019",9584,59,282,3,1,0
"4970020",9585,120,926,8,2,0
"4970022",9586,130,695,9,1,0
"4970023",9587,211,1287,7,1,0
"4970024",9588,278,1106,12,3,0
"4970025",9589,105,610,5,2,0
"4970027",9590,325,1882,30,5,0
"4970028",9591,233,887,11,2,0
"4970029",9592,54,279,1,0,0
